,question,answer,question_index,answer_index,document_index
23,Who succeeded Giovanni di Lapo Ghini as the master of the building project.," In 1359, Talenti was succeeded by Giovanni di Lapo Ghini (1360–1369) who divided the centre nave in four square bays.",O,23,8
24,Who is Neri di Fioravanti?," Other architects were Alberto Arnoldi, Giovanni d'Ambrogio, Neri di Fioravanti, and Andrea Orcagna.",O,24,8
25,What was the purpose of demolishing the old church Santa Reparata?," By 1375, the old church Santa Reparata was pulled down.",O,25,8
26,What structure was being worked on during this time period?," The nave was finished by 1380, and only the dome remained incomplete until 1436.",O,26,8
27,What was the name of the organization that announced the architectural design competition for erecting Neri's dome?,"
On 19 August 1418, the Arte della Lana announced an architectural design competition for erecting Neri's dome.",O,27,8
28,Who supported Filippo Brunelleschi in the competition?," The two main competitors were two master goldsmiths, Lorenzo Ghiberti and Filippo Brunelleschi, the latter of whom was supported by Cosimo de Medici.",O,28,8
29,Who was Ghiberti's lifelong competitor mentioned in the text?," Ghiberti had been the winner of a competition for a pair of bronze doors for the Baptistery in 1401, and lifelong competition between the two remained sharp.",O,29,8
30,Who did Brunelleschi beat to win the commission?, Brunelleschi won and received the commission.,O,30,8
31,Did Brunelleschi receive the announced prize of 200 florins?," Ghiberti, appointed coadjutor, drew a salary equal to Brunelleschi's and, though neither was awarded the announced prize of 200 florins, was promised equal credit, although he spent most of his time on other projects.",O,31,8
32,Who took over the project when Brunelleschi became ill?," When Brunelleschi became ill, or feigned illness, the project was briefly in the hands of Ghiberti.",O,32,8
33,How did Ghiberti's perception of the project change over time?, But Ghiberti soon had to admit that the whole project was beyond him.,O,33,8
34,What event led to Brunelleschi being in charge again in 1423?," In 1423, Brunelleschi was back in charge and took over sole responsibility.",O,34,8
35,What architectural structure was being erected during this time period?,"
Erection of the dome had begun in 1420 and was finished in 1436.",O,35,8
36,What day of the year was the cathedral consecrated according to the Florentine calendar?," The cathedral was consecrated by Pope Eugene IV on 25 March 1436, the first day of the year according to the Florentine calendar.",O,36,8
37,What was the significance of the dome's construction method in history?, It was the first 'octagonal' dome in history to be built without a temporary wooden supporting frame.,O,37,8
38,When was Guillaume Dufay's motet Nuper rosarum flores written?," During the consecration in 1436, Guillaume Dufay's motet Nuper rosarum flores was performed.",O,38,8
39,Who initiated a design competition for the façade of the cathedral in 1490-1491?,"
The decoration of the exterior of the cathedral, begun in the 14th century, was left unfinished after the initial works done by Arnolfo di Cambio, which led Lorenzo de' Medici to initiate a design competition for the façade between 1490 and 1491.",O,39,8
40,When was the polychrome marble façade of the building completed?," The competition went ultimately nowhere, and the façade was not completed until 1887, when the polychrome marble façade was completed with the design of Emilio De Fabris.",O,40,8
41,When was the floor of the church originally laid?, The floor of the church was relaid in marble tiles in the 16th century.,O,41,8
42,What type of marble is primarily white?,"
The exterior walls are faced in alternate vertical and horizontal bands of polychrome marble from Carrara (white), Prato (green), Siena (red), Lavenza and a few other places.",O,42,8
43,What architectural style are the Battistero di San Giovanni and Giotto's Bell Tower primarily associated with?," These marble bands had to repeat the already existing bands on the walls of the earlier adjacent baptistery, the Battistero di San Giovanni, and Giotto's Bell Tower.",O,43,8
44,Who created the sculptures at the Door of the Mandorla?," There are two side doors: the Doors of the Canonici (south side) and the Door of the Mandorla (north side) with sculptures by Nanni di Banco, Donatello, and Jacopo della Quercia.",O,44,8
45,What architectural style is often associated with delicate tracery and ornaments?," The six side windows, notable for their delicate tracery and ornaments, are separated by pilasters.",O,45,8
46,What is the purpose of the two windows that are described as merely ornamental?, Only the four windows closest to the transept admit light; the other two are merely ornamental.,O,46,8
47,What architectural style is being described in the text?," The clerestory windows are round, a common feature in Italian Gothic.",O,47,8
48,What is the purpose of the system?,"
",O,48,8
